country_region_code,country_region,sub_region_1,sub_region_2,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
IE,Ireland,County Longford,,IE-LD,,2/27/20,0,4,,,1,
IE,Ireland,County Longford,,IE-LD,,2/28/20,3,7,,,-2,
IE,Ireland,County Longford,,IE-LD,,2/29/20,-16,-4,,,-9,
IE,Ireland,County Longford,,IE-LD,,3/1/20,0,4,,,-8,
IE,Ireland,County Longford,,IE-LD,,3/2/20,2,4,,,1,
IE,Ireland,County Longford,,IE-LD,,3/3/20,0,5,,,2,
IE,Ireland,County Longford,,IE-LD,,3/4/20,4,1,,,3,
IE,Ireland,County Longford,,IE-LD,,3/5/20,7,5,,,-5,
IE,Ireland,County Longford,,IE-LD,,3/6/20,5,7,,,0,
IE,Ireland,County Longford,,IE-LD,,3/7/20,-1,4,,,4,
IE,Ireland,County Longford,,IE-LD,,3/8/20,-2,5,,,2,
IE,Ireland,County Longford,,IE-LD,,3/9/20,1,1,,,-1,
IE,Ireland,County Longford,,IE-LD,,3/10/20,-2,13,,,3,
IE,Ireland,County Longford,,IE-LD,,3/11/20,1,14,,,2,
IE,Ireland,County Longford,,IE-LD,,3/12/20,5,32,,,-3,
IE,Ireland,County Longford,,IE-LD,,3/13/20,-13,10,,,-19,
IE,Ireland,County Longford,,IE-LD,,3/14/20,-24,2,,,-5,
IE,Ireland,County Longford,,IE-LD,,3/15/20,-34,1,,,-17,
IE,Ireland,County Longford,,IE-LD,,3/16/20,-17,12,,,-40,
IE,Ireland,County Longford,,IE-LD,,3/17/20,-61,-40,,,-69,
IE,Ireland,County Longford,,IE-LD,,3/18/20,-38,-13,,,-32,
IE,Ireland,County Longford,,IE-LD,,3/19/20,-39,-15,,,-34,
IE,Ireland,County Longford,,IE-LD,,3/20/20,-46,-14,,,-33,
IE,Ireland,County Longford,,IE-LD,,3/21/20,-47,-6,,,-26,
IE,Ireland,County Longford,,IE-LD,,3/22/20,-56,-15,,,-35,
IE,Ireland,County Longford,,IE-LD,,3/23/20,-41,-23,,,-36,
IE,Ireland,County Longford,,IE-LD,,3/24/20,-44,-13,,,-39,
IE,Ireland,County Longford,,IE-LD,,3/25/20,-55,-27,,,-39,
IE,Ireland,County Longford,,IE-LD,,3/26/20,-54,-20,,,-42,
IE,Ireland,County Longford,,IE-LD,,3/27/20,-55,-15,,,-43,
IE,Ireland,County Longford,,IE-LD,,3/28/20,-72,-29,,,-45,
IE,Ireland,County Longford,,IE-LD,,3/29/20,-77,-40,,,-45,
IE,Ireland,County Longford,,IE-LD,,3/30/20,-66,-34,,,-57,
IE,Ireland,County Longford,,IE-LD,,3/31/20,-68,-30,,,-57,
IE,Ireland,County Longford,,IE-LD,,4/1/20,-68,-29,,,-58,
IE,Ireland,County Longford,,IE-LD,,4/2/20,-67,-27,,,-59,
IE,Ireland,County Longford,,IE-LD,,4/3/20,-68,-26,,,-57,
IE,Ireland,County Longford,,IE-LD,,4/4/20,-73,-34,,,-46,
IE,Ireland,County Longford,,IE-LD,,4/5/20,-76,-36,,,-45,
IE,Ireland,County Longford,,IE-LD,,4/6/20,,-30,,,-56,
IE,Ireland,County Longford,,IE-LD,,4/7/20,,-17,,,-56,
IE,Ireland,County Longford,,IE-LD,,4/8/20,,-21,,,-55,
IE,Ireland,County Longford,,IE-LD,,4/9/20,,-16,,,-57,
IE,Ireland,County Longford,,IE-LD,,4/10/20,-66,-28,,,-62,
IE,Ireland,County Longford,,IE-LD,,4/11/20,-70,-23,,,-46,
IE,Ireland,County Longford,,IE-LD,,4/12/20,-90,-72,,,-52,
IE,Ireland,County Longford,,IE-LD,,4/13/20,,-48,,,-77,
IE,Ireland,County Longford,,IE-LD,,4/14/20,,-23,,,-54,
IE,Ireland,County Longford,,IE-LD,,4/15/20,,-25,,,-54,
IE,Ireland,County Longford,,IE-LD,,4/16/20,-78,-19,,,-57,
IE,Ireland,County Longford,,IE-LD,,4/17/20,-79,-25,,,-56,
IE,Ireland,County Longford,,IE-LD,,4/18/20,-84,-30,,,-43,
IE,Ireland,County Longford,,IE-LD,,4/19/20,-85,-36,,,-40,
IE,Ireland,County Longford,,IE-LD,,4/20/20,,-26,,,-52,
IE,Ireland,County Longford,,IE-LD,,4/21/20,,-19,,,-56,
IE,Ireland,County Longford,,IE-LD,,4/22/20,,-20,,,-53,
IE,Ireland,County Longford,,IE-LD,,4/23/20,-76,-20,,,-53,
IE,Ireland,County Longford,,IE-LD,,4/24/20,-80,-17,,,-55,
IE,Ireland,County Longford,,IE-LD,,4/25/20,-83,-23,,,-41,
IE,Ireland,County Longford,,IE-LD,,4/26/20,-84,-31,,,-39,
IE,Ireland,County Longford,,IE-LD,,4/27/20,,-23,,,-54,
IE,Ireland,County Longford,,IE-LD,,4/28/20,,-19,,,-52,
IE,Ireland,County Longford,,IE-LD,,4/29/20,,-19,,,-53,
IE,Ireland,County Longford,,IE-LD,,4/30/20,-69,-19,,,-52,
IE,Ireland,County Longford,,IE-LD,,5/1/20,-72,-22,,,-52,
IE,Ireland,County Longford,,IE-LD,,5/2/20,-76,-23,,,-37,
IE,Ireland,County Longford,,IE-LD,,5/3/20,,-28,,,-35,
IE,Ireland,County Longford,,IE-LD,,5/4/20,,-38,,,-77,
IE,Ireland,County Longford,,IE-LD,,5/5/20,,-11,,,-51,
IE,Ireland,County Longford,,IE-LD,,5/6/20,,-11,,,-52,
IE,Ireland,County Longford,,IE-LD,,5/7/20,-67,-12,,,-53,
IE,Ireland,County Longford,,IE-LD,,5/8/20,-69,-20,,,-51,
IE,Ireland,County Longford,,IE-LD,,5/9/20,-77,-18,,,-37,
IE,Ireland,County Longford,,IE-LD,,5/10/20,,-26,,,-39,
IE,Ireland,County Longford,,IE-LD,,5/11/20,,-17,,,-50,
IE,Ireland,County Longford,,IE-LD,,5/12/20,,-16,,,-48,
IE,Ireland,County Longford,,IE-LD,,5/13/20,,-12,,,-48,
IE,Ireland,County Longford,,IE-LD,,5/14/20,-64,-13,,,-48,
IE,Ireland,County Longford,,IE-LD,,5/15/20,-70,-18,,,-46,
IE,Ireland,County Longford,,IE-LD,,5/16/20,-73,-19,,,-30,
IE,Ireland,County Longford,,IE-LD,,5/17/20,-74,-24,,,-25,
IE,Ireland,County Longford,,IE-LD,,5/18/20,-53,-21,,,-44,
IE,Ireland,County Longford,,IE-LD,,5/19/20,-55,-16,,,-43,
IE,Ireland,County Longford,,IE-LD,,5/20/20,-57,-10,,,-40,
IE,Ireland,County Longford,,IE-LD,,5/21/20,-53,-11,,,-43,
IE,Ireland,County Longford,,IE-LD,,5/22/20,-62,-16,,,-43,
IE,Ireland,County Longford,,IE-LD,,5/23/20,-62,-8,,,-25,
IE,Ireland,County Longford,,IE-LD,,5/24/20,-67,-17,,,-22,
IE,Ireland,County Longford,,IE-LD,,5/25/20,-50,-12,,,-40,
IE,Ireland,County Longford,,IE-LD,,5/26/20,-54,-5,,,-37,
IE,Ireland,County Longford,,IE-LD,,5/27/20,-54,-4,,,-38,
IE,Ireland,County Longford,,IE-LD,,5/28/20,-53,-1,,,-41,
IE,Ireland,County Longford,,IE-LD,,5/29/20,-55,-8,,,-40,
IE,Ireland,County Longford,,IE-LD,,5/30/20,-62,-1,,,-16,
IE,Ireland,County Longford,,IE-LD,,5/31/20,-64,,,,-24,
IE,Ireland,County Longford,,IE-LD,,6/1/20,-62,-21,,,-72,
IE,Ireland,County Longford,,IE-LD,,6/2/20,-47,0,,,-38,
IE,Ireland,County Longford,,IE-LD,,6/3/20,-53,-3,,,-35,
IE,Ireland,County Longford,,IE-LD,,6/4/20,-46,-4,,,-40,
IE,Ireland,County Longford,,IE-LD,,6/5/20,-50,-11,,,-38,
IE,Ireland,County Longford,,IE-LD,,6/6/20,-55,-8,,,-21,
IE,Ireland,County Longford,,IE-LD,,6/7/20,-59,-10,,,-19,
IE,Ireland,County Longford,,IE-LD,,6/8/20,-41,-9,,,-34,
IE,Ireland,County Longford,,IE-LD,,6/9/20,-42,-5,,,-35,
IE,Ireland,County Longford,,IE-LD,,6/10/20,-41,-7,,,-36,
IE,Ireland,County Longford,,IE-LD,,6/11/20,-39,-5,,,-36,
IE,Ireland,County Longford,,IE-LD,,6/12/20,-47,-9,,,-35,
IE,Ireland,County Longford,,IE-LD,,6/13/20,-48,2,,,-21,
IE,Ireland,County Longford,,IE-LD,,6/14/20,-52,,,,-17,
IE,Ireland,County Longford,,IE-LD,,6/15/20,-40,-8,,,-35,
IE,Ireland,County Longford,,IE-LD,,6/16/20,-38,1,,,-34,
IE,Ireland,County Longford,,IE-LD,,6/17/20,-38,4,,,-32,
IE,Ireland,County Longford,,IE-LD,,6/18/20,-40,-1,,,-36,
IE,Ireland,County Longford,,IE-LD,,6/19/20,-42,2,,,-35,
IE,Ireland,County Longford,,IE-LD,,6/20/20,-41,7,,,-19,
IE,Ireland,County Longford,,IE-LD,,6/21/20,-48,,,,-15,
IE,Ireland,County Longford,,IE-LD,,6/22/20,-38,-6,,,-36,
IE,Ireland,County Longford,,IE-LD,,6/23/20,-34,1,,,-35,
IE,Ireland,County Longford,,IE-LD,,6/24/20,-41,3,,,-32,
IE,Ireland,County Longford,,IE-LD,,6/25/20,-38,5,,,-36,
IE,Ireland,County Longford,,IE-LD,,6/26/20,-41,3,,,-34,
IE,Ireland,County Longford,,IE-LD,,6/27/20,-45,1,,,-17,
IE,Ireland,County Longford,,IE-LD,,6/28/20,-52,-6,,,-21,
IE,Ireland,County Longford,,IE-LD,,6/29/20,-31,-1,,,-34,
IE,Ireland,County Longford,,IE-LD,,6/30/20,-31,1,,,-33,
IE,Ireland,County Longford,,IE-LD,,7/1/20,-28,4,,,-33,
IE,Ireland,County Longford,,IE-LD,,7/2/20,-33,4,,,-34,
IE,Ireland,County Longford,,IE-LD,,7/3/20,-33,1,,,-35,
IE,Ireland,County Louth,,IE-LH,,2/15/20,-5,-9,-30,1,-3,2
IE,Ireland,County Louth,,IE-LH,,2/16/20,-4,-10,-42,3,0,
IE,Ireland,County Louth,,IE-LH,,2/17/20,10,-4,,12,-6,2
IE,Ireland,County Louth,,IE-LH,,2/18/20,6,-6,,10,-6,2
IE,Ireland,County Louth,,IE-LH,,2/19/20,0,-7,,6,-9,2
IE,Ireland,County Louth,,IE-LH,,2/20/20,10,-6,,8,-12,2
IE,Ireland,County Louth,,IE-LH,,2/21/20,2,-7,,4,-12,3
IE,Ireland,County Louth,,IE-LH,,2/22/20,1,-2,-7,15,0,0
IE,Ireland,County Louth,,IE-LH,,2/23/20,-2,-4,1,12,3,
IE,Ireland,County Louth,,IE-LH,,2/24/20,4,-2,,2,2,0
IE,Ireland,County Louth,,IE-LH,,2/25/20,-3,2,,7,2,0
IE,Ireland,County Louth,,IE-LH,,2/26/20,-3,-2,,3,2,0
IE,Ireland,County Louth,,IE-LH,,2/27/20,2,-2,,3,0,0
IE,Ireland,County Louth,,IE-LH,,2/28/20,3,3,,10,0,0
IE,Ireland,County Louth,,IE-LH,,2/29/20,-6,-5,-26,5,-3,2
IE,Ireland,County Louth,,IE-LH,,3/1/20,1,-3,-18,16,2,
IE,Ireland,County Louth,,IE-LH,,3/2/20,4,-1,,7,4,0
IE,Ireland,County Louth,,IE-LH,,3/3/20,10,5,,6,3,-1
IE,Ireland,County Louth,,IE-LH,,3/4/20,6,5,,7,1,0
IE,Ireland,County Louth,,IE-LH,,3/5/20,6,1,,5,0,0
IE,Ireland,County Louth,,IE-LH,,3/6/20,4,5,,8,1,0
IE,Ireland,County Louth,,IE-LH,,3/7/20,5,3,24,10,1,0
IE,Ireland,County Louth,,IE-LH,,3/8/20,4,0,-7,2,1,
IE,Ireland,County Louth,,IE-LH,,3/9/20,-2,2,,-2,1,1
IE,Ireland,County Louth,,IE-LH,,3/10/20,3,10,,0,2,0
IE,Ireland,County Louth,,IE-LH,,3/11/20,1,11,,-4,0,2
IE,Ireland,County Louth,,IE-LH,,3/12/20,1,35,,-3,-2,2
IE,Ireland,County Louth,,IE-LH,,3/13/20,-13,13,,-16,-19,9
IE,Ireland,County Louth,,IE-LH,,3/14/20,-26,1,-9,-26,-11,8
IE,Ireland,County Louth,,IE-LH,,3/15/20,-33,10,27,-29,-15,
IE,Ireland,County Louth,,IE-LH,,3/16/20,-17,19,,-34,-42,15
IE,Ireland,County Louth,,IE-LH,,3/17/20,-57,-23,,-56,-77,28
IE,Ireland,County Louth,,IE-LH,,3/18/20,-40,-7,,-40,-41,18
IE,Ireland,County Louth,,IE-LH,,3/19/20,-39,-6,,-38,-43,19
IE,Ireland,County Louth,,IE-LH,,3/20/20,-45,-5,,-43,-44,20
IE,Ireland,County Louth,,IE-LH,,3/21/20,-49,1,19,-51,-37,
IE,Ireland,County Louth,,IE-LH,,3/22/20,-53,-8,67,-32,-34,
IE,Ireland,County Louth,,IE-LH,,3/23/20,-40,-16,,-46,-46,18
IE,Ireland,County Louth,,IE-LH,,3/24/20,-40,-2,,-48,-49,20
IE,Ireland,County Louth,,IE-LH,,3/25/20,-54,-13,,-54,-52,21
IE,Ireland,County Louth,,IE-LH,,3/26/20,-54,-13,,-54,-52,23
IE,Ireland,County Louth,,IE-LH,,3/27/20,-56,-8,,-53,-53,24
IE,Ireland,County Louth,,IE-LH,,3/28/20,-77,-23,-59,-73,-52,
IE,Ireland,County Louth,,IE-LH,,3/29/20,-84,-39,-67,-84,-49,
IE,Ireland,County Louth,,IE-LH,,3/30/20,-69,-24,,-68,-65,27
IE,Ireland,County Louth,,IE-LH,,3/31/20,-70,-20,,-65,-68,28
IE,Ireland,County Louth,,IE-LH,,4/1/20,-71,-21,-49,-66,-68,29
IE,Ireland,County Louth,,IE-LH,,4/2/20,-68,-19,,-69,-68,31
IE,Ireland,County Louth,,IE-LH,,4/3/20,-70,-19,-28,-68,-67,31
IE,Ireland,County Louth,,IE-LH,,4/4/20,-74,-23,-46,-70,-53,
IE,Ireland,County Louth,,IE-LH,,4/5/20,-80,-30,-64,-75,-49,
IE,Ireland,County Louth,,IE-LH,,4/6/20,-63,-20,,-66,-65,26
IE,Ireland,County Louth,,IE-LH,,4/7/20,-60,-9,,-62,-66,26
IE,Ireland,County Louth,,IE-LH,,4/8/20,-64,-12,,-63,-66,27
IE,Ireland,County Louth,,IE-LH,,4/9/20,-62,-8,,-67,-67,29
IE,Ireland,County Louth,,IE-LH,,4/10/20,-67,-11,-36,-69,-70,31
IE,Ireland,County Louth,,IE-LH,,4/11/20,-74,-11,-43,-68,-51,
IE,Ireland,County Louth,,IE-LH,,4/12/20,-92,-62,-74,-81,-54,
IE,Ireland,County Louth,,IE-LH,,4/13/20,-76,-37,,-82,-82,
IE,Ireland,County Louth,,IE-LH,,4/14/20,-63,-13,,-70,-65,26
IE,Ireland,County Louth,,IE-LH,,4/15/20,-64,-14,,-67,-65,27
IE,Ireland,County Louth,,IE-LH,,4/16/20,-78,-12,,-66,-66,28
IE,Ireland,County Louth,,IE-LH,,4/17/20,-79,-16,,-70,-64,29
IE,Ireland,County Louth,,IE-LH,,4/18/20,-82,-19,-54,-70,-51,
IE,Ireland,County Louth,,IE-LH,,4/19/20,-86,-33,-57,-72,-44,
IE,Ireland,County Louth,,IE-LH,,4/20/20,-77,-19,,-68,-62,25
IE,Ireland,County Louth,,IE-LH,,4/21/20,-75,-9,,-63,-62,26
IE,Ireland,County Louth,,IE-LH,,4/22/20,-77,-12,,-65,-62,26
IE,Ireland,County Louth,,IE-LH,,4/23/20,-76,-12,,-64,-62,26
IE,Ireland,County Louth,,IE-LH,,4/24/20,-76,-12,,-64,-62,28
IE,Ireland,County Louth,,IE-LH,,4/25/20,-81,-15,-27,-63,-47,
IE,Ireland,County Louth,,IE-LH,,4/26/20,-84,-32,-68,-73,-42,
IE,Ireland,County Louth,,IE-LH,,4/27/20,-74,-16,,-63,-61,24
IE,Ireland,County Louth,,IE-LH,,4/28/20,-76,-12,,-65,-62,23
IE,Ireland,County Louth,,IE-LH,,4/29/20,-78,-16,,-67,-63,26
IE,Ireland,County Louth,,IE-LH,,4/30/20,-66,-16,,-54,-63,26
IE,Ireland,County Louth,,IE-LH,,5/1/20,-68,-14,,-52,-60,28
IE,Ireland,County Louth,,IE-LH,,5/2/20,-72,-15,-11,-51,-45,
IE,Ireland,County Louth,,IE-LH,,5/3/20,-79,-25,-25,-53,-40,
IE,Ireland,County Louth,,IE-LH,,5/4/20,-72,-28,,-62,-80,
IE,Ireland,County Louth,,IE-LH,,5/5/20,-59,-5,,-48,-60,24
IE,Ireland,County Louth,,IE-LH,,5/6/20,-61,-9,,-48,-60,24
IE,Ireland,County Louth,,IE-LH,,5/7/20,-62,-12,,-54,-59,26
IE,Ireland,County Louth,,IE-LH,,5/8/20,-64,-7,,-55,-59,27
IE,Ireland,County Louth,,IE-LH,,5/9/20,-71,-12,23,-51,-40,
IE,Ireland,County Louth,,IE-LH,,5/10/20,-75,-23,-46,-66,-39,
IE,Ireland,County Louth,,IE-LH,,5/11/20,-58,-10,,-52,-56,22
IE,Ireland,County Louth,,IE-LH,,5/12/20,-57,-8,,-50,-57,23
IE,Ireland,County Louth,,IE-LH,,5/13/20,-62,-10,,-49,-57,24
IE,Ireland,County Louth,,IE-LH,,5/14/20,-60,-9,-82,-45,-57,23
IE,Ireland,County Louth,,IE-LH,,5/15/20,-64,-11,,-50,-56,26
IE,Ireland,County Louth,,IE-LH,,5/16/20,-68,-13,-88,-44,-36,
IE,Ireland,County Louth,,IE-LH,,5/17/20,-73,-17,-90,-50,-34,
IE,Ireland,County Louth,,IE-LH,,5/18/20,-47,-10,,-40,-52,20
IE,Ireland,County Louth,,IE-LH,,5/19/20,-48,-5,-78,-33,-51,20
IE,Ireland,County Louth,,IE-LH,,5/20/20,-50,-3,-79,-32,-51,20
IE,Ireland,County Louth,,IE-LH,,5/21/20,-50,-4,-73,-36,-51,22
IE,Ireland,County Louth,,IE-LH,,5/22/20,-55,-5,,-39,-51,24
IE,Ireland,County Louth,,IE-LH,,5/23/20,-57,-6,-87,-36,-35,
IE,Ireland,County Louth,,IE-LH,,5/24/20,-62,-9,-83,-32,-27,
IE,Ireland,County Louth,,IE-LH,,5/25/20,-43,-5,,-32,-48,18
IE,Ireland,County Louth,,IE-LH,,5/26/20,-44,3,-65,-27,-46,18
IE,Ireland,County Louth,,IE-LH,,5/27/20,-46,-1,-72,-32,-48,19
IE,Ireland,County Louth,,IE-LH,,5/28/20,-43,1,-62,-27,-48,20
IE,Ireland,County Louth,,IE-LH,,5/29/20,-48,5,-68,-29,-48,20
IE,Ireland,County Louth,,IE-LH,,5/30/20,-55,1,-69,-23,-25,10
IE,Ireland,County Louth,,IE-LH,,5/31/20,-60,-2,-71,-31,-17,
IE,Ireland,County Louth,,IE-LH,,6/1/20,-50,-7,,-42,-74,23
IE,Ireland,County Louth,,IE-LH,,6/2/20,-37,9,,-17,-46,16
IE,Ireland,County Louth,,IE-LH,,6/3/20,-43,-1,-74,-26,-46,19
IE,Ireland,County Louth,,IE-LH,,6/4/20,-44,-2,-78,-27,-46,20
IE,Ireland,County Louth,,IE-LH,,6/5/20,-43,-2,-68,-40,-45,20
IE,Ireland,County Louth,,IE-LH,,6/6/20,-50,-6,-71,-40,-27,14
IE,Ireland,County Louth,,IE-LH,,6/7/20,-52,-8,-51,-35,-14,
IE,Ireland,County Louth,,IE-LH,,6/8/20,-23,-2,,-31,-42,15
IE,Ireland,County Louth,,IE-LH,,6/9/20,-27,0,-55,-31,-43,16
IE,Ireland,County Louth,,IE-LH,,6/10/20,-32,-4,-51,-34,-43,17
IE,Ireland,County Louth,,IE-LH,,6/11/20,-32,-2,,-34,-44,18
IE,Ireland,County Louth,,IE-LH,,6/12/20,-37,0,-39,-36,-43,19
IE,Ireland,County Louth,,IE-LH,,6/13/20,-39,2,-17,-24,-18,9
IE,Ireland,County Louth,,IE-LH,,6/14/20,-42,-3,2,-25,-13,
IE,Ireland,County Louth,,IE-LH,,6/15/20,-20,1,,-23,-39,13
IE,Ireland,County Louth,,IE-LH,,6/16/20,-22,4,,-19,-41,15
IE,Ireland,County Louth,,IE-LH,,6/17/20,-26,5,,-17,-42,16
IE,Ireland,County Louth,,IE-LH,,6/18/20,-24,2,,-25,-42,16
IE,Ireland,County Louth,,IE-LH,,6/19/20,-27,4,-36,-25,-41,17
IE,Ireland,County Louth,,IE-LH,,6/20/20,-31,11,-10,-8,-15,8
IE,Ireland,County Louth,,IE-LH,,6/21/20,-38,-4,-34,-15,-7,
IE,Ireland,County Louth,,IE-LH,,6/22/20,-19,-3,,-26,-42,15
IE,Ireland,County Louth,,IE-LH,,6/23/20,-19,5,,-23,-42,15
IE,Ireland,County Louth,,IE-LH,,6/24/20,-24,0,,-22,-40,14
IE,Ireland,County Louth,,IE-LH,,6/25/20,-25,6,,-19,-41,14
IE,Ireland,County Louth,,IE-LH,,6/26/20,-28,7,,-21,-41,15
IE,Ireland,County Louth,,IE-LH,,6/27/20,-35,1,-47,-21,-19,10
IE,Ireland,County Louth,,IE-LH,,6/28/20,-39,-8,-64,-22,-10,
IE,Ireland,County Louth,,IE-LH,,6/29/20,-6,-1,,-18,-38,13
IE,Ireland,County Louth,,IE-LH,,6/30/20,-9,4,,-14,-38,12
IE,Ireland,County Louth,,IE-LH,,7/1/20,-16,0,,-25,-39,13
IE,Ireland,County Louth,,IE-LH,,7/2/20,-12,2,,-18,-38,13
IE,Ireland,County Louth,,IE-LH,,7/3/20,-20,6,,-20,-38,14
IE,Ireland,County Mayo,,IE-MO,,2/15/20,-4,-6,-25,5,-5,3
IE,Ireland,County Mayo,,IE-MO,,2/16/20,-6,-8,-15,3,-2,
IE,Ireland,County Mayo,,IE-MO,,2/17/20,14,4,,10,-11,2
IE,Ireland,County Mayo,,IE-MO,,2/18/20,9,0,,16,-7,1
IE,Ireland,County Mayo,,IE-MO,,2/19/20,5,-1,-16,18,-11,2
IE,Ireland,County Mayo,,IE-MO,,2/20/20,13,3,,25,-16,2
IE,Ireland,County Mayo,,IE-MO,,2/21/20,4,-2,-11,-3,-17,3
IE,Ireland,County Mayo,,IE-MO,,2/22/20,2,0,-5,2,1,0
IE,Ireland,County Mayo,,IE-MO,,2/23/20,0,0,21,11,2,
IE,Ireland,County Mayo,,IE-MO,,2/24/20,2,4,,12,0,-1
IE,Ireland,County Mayo,,IE-MO,,2/25/20,-4,1,,4,4,0
IE,Ireland,County Mayo,,IE-MO,,2/26/20,-5,-1,,7,-1,1
IE,Ireland,County Mayo,,IE-MO,,2/27/20,4,3,,5,1,-1
IE,Ireland,County Mayo,,IE-MO,,2/28/20,5,6,4,3,1,0
IE,Ireland,County Mayo,,IE-MO,,2/29/20,-12,-9,-28,-8,-3,5
IE,Ireland,County Mayo,,IE-MO,,3/1/20,25,4,0,18,-1,
IE,Ireland,County Mayo,,IE-MO,,3/2/20,6,3,,9,2,-1
IE,Ireland,County Mayo,,IE-MO,,3/3/20,9,5,,2,4,-2
IE,Ireland,County Mayo,,IE-MO,,3/4/20,7,3,,0,1,-1
IE,Ireland,County Mayo,,IE-MO,,3/5/20,4,7,,0,2,0
IE,Ireland,County Mayo,,IE-MO,,3/6/20,6,6,,-2,2,-1
IE,Ireland,County Mayo,,IE-MO,,3/7/20,0,3,-17,9,0,1
IE,Ireland,County Mayo,,IE-MO,,3/8/20,8,3,12,10,2,
IE,Ireland,County Mayo,,IE-MO,,3/9/20,0,5,,-1,1,0
IE,Ireland,County Mayo,,IE-MO,,3/10/20,2,13,,4,5,0
IE,Ireland,County Mayo,,IE-MO,,3/11/20,-4,10,-7,0,1,1
IE,Ireland,County Mayo,,IE-MO,,3/12/20,-5,30,,0,0,2
IE,Ireland,County Mayo,,IE-MO,,3/13/20,-14,8,,-26,-17,8
IE,Ireland,County Mayo,,IE-MO,,3/14/20,-24,5,2,-27,-8,8
IE,Ireland,County Mayo,,IE-MO,,3/15/20,-29,16,,-34,-18,
IE,Ireland,County Mayo,,IE-MO,,3/16/20,-24,24,,-29,-42,14
IE,Ireland,County Mayo,,IE-MO,,3/17/20,-71,-31,,-51,-76,
IE,Ireland,County Mayo,,IE-MO,,3/18/20,-43,-9,,-22,-39,15
IE,Ireland,County Mayo,,IE-MO,,3/19/20,-51,-11,,-37,-41,18
IE,Ireland,County Mayo,,IE-MO,,3/20/20,-55,-11,,-58,-42,20
IE,Ireland,County Mayo,,IE-MO,,3/21/20,-63,-4,-27,-58,-36,
IE,Ireland,County Mayo,,IE-MO,,3/22/20,-60,-14,,-61,-37,
IE,Ireland,County Mayo,,IE-MO,,3/23/20,-48,-17,,-50,-42,16
IE,Ireland,County Mayo,,IE-MO,,3/24/20,-49,-12,,-42,-42,17
IE,Ireland,County Mayo,,IE-MO,,3/25/20,-60,-22,-21,-55,-46,20
IE,Ireland,County Mayo,,IE-MO,,3/26/20,-62,-21,,-52,-47,20
IE,Ireland,County Mayo,,IE-MO,,3/27/20,-63,-20,,-62,-46,22
IE,Ireland,County Mayo,,IE-MO,,3/28/20,-82,-30,-45,-70,-45,
IE,Ireland,County Mayo,,IE-MO,,3/29/20,-85,-44,-31,-78,-47,
IE,Ireland,County Mayo,,IE-MO,,3/30/20,-73,-32,,-68,-57,23
IE,Ireland,County Mayo,,IE-MO,,3/31/20,-77,-30,,-60,-59,23
IE,Ireland,County Mayo,,IE-MO,,4/1/20,-78,-30,-26,-60,-60,26
IE,Ireland,County Mayo,,IE-MO,,4/2/20,-77,-27,-29,-63,-60,28
IE,Ireland,County Mayo,,IE-MO,,4/3/20,-77,-29,-20,-75,-58,29
IE,Ireland,County Mayo,,IE-MO,,4/4/20,-82,-29,-40,-69,-49,
IE,Ireland,County Mayo,,IE-MO,,4/5/20,-87,-36,-50,-85,-48,
IE,Ireland,County Mayo,,IE-MO,,4/6/20,-71,-28,,-66,-59,23
IE,Ireland,County Mayo,,IE-MO,,4/7/20,-69,-22,,-55,-58,23
IE,Ireland,County Mayo,,IE-MO,,4/8/20,-72,-23,-14,-58,-60,24
IE,Ireland,County Mayo,,IE-MO,,4/9/20,-71,-15,,-60,-60,25
IE,Ireland,County Mayo,,IE-MO,,4/10/20,-77,-29,-28,-75,-65,31
IE,Ireland,County Mayo,,IE-MO,,4/11/20,-81,-22,-32,-67,-50,
IE,Ireland,County Mayo,,IE-MO,,4/12/20,-88,-60,-46,-79,-52,
IE,Ireland,County Mayo,,IE-MO,,4/13/20,-78,-44,,-75,-81,
IE,Ireland,County Mayo,,IE-MO,,4/14/20,-69,-21,,-54,-57,22
IE,Ireland,County Mayo,,IE-MO,,4/15/20,-70,-23,,-56,-59,24
IE,Ireland,County Mayo,,IE-MO,,4/16/20,-82,-18,,-49,-59,25
IE,Ireland,County Mayo,,IE-MO,,4/17/20,-82,-23,-8,-64,-57,28
IE,Ireland,County Mayo,,IE-MO,,4/18/20,-84,-24,-33,-58,-46,
IE,Ireland,County Mayo,,IE-MO,,4/19/20,-86,-34,-22,-72,-42,
IE,Ireland,County Mayo,,IE-MO,,4/20/20,-78,-24,,-50,-55,21
IE,Ireland,County Mayo,,IE-MO,,4/21/20,-79,-18,,-30,-54,21
IE,Ireland,County Mayo,,IE-MO,,4/22/20,-78,-18,,-44,-57,22
IE,Ireland,County Mayo,,IE-MO,,4/23/20,-79,-17,,-49,-56,23
IE,Ireland,County Mayo,,IE-MO,,4/24/20,-80,-18,8,-61,-56,26
IE,Ireland,County Mayo,,IE-MO,,4/25/20,-85,-21,-13,-45,-42,
IE,Ireland,County Mayo,,IE-MO,,4/26/20,-86,-27,-20,-69,-38,
IE,Ireland,County Mayo,,IE-MO,,4/27/20,-76,-21,,-51,-54,21
