country_region_code,country_region,sub_region_1,sub_region_2,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
IE,Ireland,County Mayo,,IE-MO,,4/28/20,-79,-18,,-39,-53,18
IE,Ireland,County Mayo,,IE-MO,,4/29/20,-80,-18,-17,-44,-56,24
IE,Ireland,County Mayo,,IE-MO,,4/30/20,-76,-13,,-47,-56,23
IE,Ireland,County Mayo,,IE-MO,,5/1/20,-78,-19,-13,-63,-54,27
IE,Ireland,County Mayo,,IE-MO,,5/2/20,-82,-18,-14,-49,-37,
IE,Ireland,County Mayo,,IE-MO,,5/3/20,-84,-26,-7,-63,-37,
IE,Ireland,County Mayo,,IE-MO,,5/4/20,-81,-29,,-60,-78,
IE,Ireland,County Mayo,,IE-MO,,5/5/20,-69,-9,,-32,-51,19
IE,Ireland,County Mayo,,IE-MO,,5/6/20,-73,-11,,-38,-51,21
IE,Ireland,County Mayo,,IE-MO,,5/7/20,-73,-13,,-40,-53,23
IE,Ireland,County Mayo,,IE-MO,,5/8/20,-73,-15,6,-54,-49,24
IE,Ireland,County Mayo,,IE-MO,,5/9/20,-80,-15,10,-40,-37,
IE,Ireland,County Mayo,,IE-MO,,5/10/20,-80,-20,-11,-65,-34,
IE,Ireland,County Mayo,,IE-MO,,5/11/20,-69,-12,,-45,-50,19
IE,Ireland,County Mayo,,IE-MO,,5/12/20,-69,-11,,-29,-49,19
IE,Ireland,County Mayo,,IE-MO,,5/13/20,-71,-12,,-35,-51,21
IE,Ireland,County Mayo,,IE-MO,,5/14/20,-70,-8,-16,-29,-51,20
IE,Ireland,County Mayo,,IE-MO,,5/15/20,-72,-15,-32,-56,-50,24
IE,Ireland,County Mayo,,IE-MO,,5/16/20,-77,-14,-46,-43,-35,
IE,Ireland,County Mayo,,IE-MO,,5/17/20,-80,-18,-54,-68,-32,
IE,Ireland,County Mayo,,IE-MO,,5/18/20,-61,-11,-33,-44,-45,18
IE,Ireland,County Mayo,,IE-MO,,5/19/20,-63,-8,,-25,-43,16
IE,Ireland,County Mayo,,IE-MO,,5/20/20,-61,-7,-23,-25,-45,18
IE,Ireland,County Mayo,,IE-MO,,5/21/20,-61,-4,-21,-30,-44,19
IE,Ireland,County Mayo,,IE-MO,,5/22/20,-66,-13,-44,-56,-44,24
IE,Ireland,County Mayo,,IE-MO,,5/23/20,-69,-6,-53,-34,-27,
IE,Ireland,County Mayo,,IE-MO,,5/24/20,-68,-11,-17,-52,-24,
IE,Ireland,County Mayo,,IE-MO,,5/25/20,-55,-5,-31,-42,-43,16
IE,Ireland,County Mayo,,IE-MO,,5/26/20,-55,-4,,-12,-40,14
IE,Ireland,County Mayo,,IE-MO,,5/27/20,-57,-1,,-19,-43,15
IE,Ireland,County Mayo,,IE-MO,,5/28/20,-56,3,,-12,-44,16
IE,Ireland,County Mayo,,IE-MO,,5/29/20,-58,1,1,-43,-42,19
IE,Ireland,County Mayo,,IE-MO,,5/30/20,-67,4,-7,-20,-23,
IE,Ireland,County Mayo,,IE-MO,,5/31/20,-67,-2,20,-49,-20,
IE,Ireland,County Mayo,,IE-MO,,6/1/20,-63,-6,,-37,-74,
IE,Ireland,County Mayo,,IE-MO,,6/2/20,-52,4,,-8,-41,14
IE,Ireland,County Mayo,,IE-MO,,6/3/20,-55,-1,-22,-17,-41,16
IE,Ireland,County Mayo,,IE-MO,,6/4/20,-54,1,-29,-29,-41,17
IE,Ireland,County Mayo,,IE-MO,,6/5/20,-60,-5,-12,-47,-38,19
IE,Ireland,County Mayo,,IE-MO,,6/6/20,-65,-3,-49,-45,-22,
IE,Ireland,County Mayo,,IE-MO,,6/7/20,-66,-11,-13,-47,-19,
IE,Ireland,County Mayo,,IE-MO,,6/8/20,-39,0,,-30,-37,12
IE,Ireland,County Mayo,,IE-MO,,6/9/20,-45,0,,-11,-36,13
IE,Ireland,County Mayo,,IE-MO,,6/10/20,-45,0,,-20,-37,15
IE,Ireland,County Mayo,,IE-MO,,6/11/20,-43,5,,-14,-38,14
IE,Ireland,County Mayo,,IE-MO,,6/12/20,-50,3,1,-39,-36,16
IE,Ireland,County Mayo,,IE-MO,,6/13/20,-52,6,5,-19,-15,
IE,Ireland,County Mayo,,IE-MO,,6/14/20,-55,-1,27,-49,-14,
IE,Ireland,County Mayo,,IE-MO,,6/15/20,-36,4,,-31,-36,11
IE,Ireland,County Mayo,,IE-MO,,6/16/20,-38,5,,-1,-33,12
IE,Ireland,County Mayo,,IE-MO,,6/17/20,-39,9,4,-4,-35,12
IE,Ireland,County Mayo,,IE-MO,,6/18/20,-36,6,,-15,-36,13
IE,Ireland,County Mayo,,IE-MO,,6/19/20,-42,6,5,-34,-33,14
IE,Ireland,County Mayo,,IE-MO,,6/20/20,-46,12,-29,-14,-14,
IE,Ireland,County Mayo,,IE-MO,,6/21/20,-50,3,6,-44,-10,
IE,Ireland,County Mayo,,IE-MO,,6/22/20,-33,-1,,-31,-36,13
IE,Ireland,County Mayo,,IE-MO,,6/23/20,-36,7,,-4,-32,11
IE,Ireland,County Mayo,,IE-MO,,6/24/20,-36,5,,-1,-34,10
IE,Ireland,County Mayo,,IE-MO,,6/25/20,-37,12,,-6,-34,11
IE,Ireland,County Mayo,,IE-MO,,6/26/20,-42,9,0,-35,-34,14
IE,Ireland,County Mayo,,IE-MO,,6/27/20,-48,8,-27,-25,-15,
IE,Ireland,County Mayo,,IE-MO,,6/28/20,-56,-8,-47,-55,-18,
IE,Ireland,County Mayo,,IE-MO,,6/29/20,-20,7,,-24,-32,11
IE,Ireland,County Mayo,,IE-MO,,6/30/20,-17,7,,4,-29,9
IE,Ireland,County Mayo,,IE-MO,,7/1/20,-19,6,,3,-32,9
IE,Ireland,County Mayo,,IE-MO,,7/2/20,-15,10,,3,-33,9
IE,Ireland,County Mayo,,IE-MO,,7/3/20,-21,10,,-21,-31,12
IE,Ireland,County Meath,,IE-MH,,2/15/20,-4,-7,-23,-6,-2,2
IE,Ireland,County Meath,,IE-MH,,2/16/20,-2,-12,-17,1,2,1
IE,Ireland,County Meath,,IE-MH,,2/17/20,5,-2,11,-1,-7,2
IE,Ireland,County Meath,,IE-MH,,2/18/20,3,-5,22,-3,-7,1
IE,Ireland,County Meath,,IE-MH,,2/19/20,1,-7,11,-8,-8,2
IE,Ireland,County Meath,,IE-MH,,2/20/20,6,-5,22,-1,-12,2
IE,Ireland,County Meath,,IE-MH,,2/21/20,0,-6,-6,-10,-13,3
IE,Ireland,County Meath,,IE-MH,,2/22/20,0,-1,10,-1,-4,0
IE,Ireland,County Meath,,IE-MH,,2/23/20,1,-4,9,1,0,0
IE,Ireland,County Meath,,IE-MH,,2/24/20,3,2,11,-1,0,0
IE,Ireland,County Meath,,IE-MH,,2/25/20,2,3,13,-6,2,0
IE,Ireland,County Meath,,IE-MH,,2/26/20,1,-1,22,-6,3,0
IE,Ireland,County Meath,,IE-MH,,2/27/20,6,2,25,1,2,0
IE,Ireland,County Meath,,IE-MH,,2/28/20,4,5,1,1,2,0
IE,Ireland,County Meath,,IE-MH,,2/29/20,-5,-3,-14,-14,-3,2
IE,Ireland,County Meath,,IE-MH,,3/1/20,8,-1,-2,10,3,0
IE,Ireland,County Meath,,IE-MH,,3/2/20,7,4,22,2,2,0
IE,Ireland,County Meath,,IE-MH,,3/3/20,9,2,35,-6,2,-1
IE,Ireland,County Meath,,IE-MH,,3/4/20,8,4,44,1,2,0
IE,Ireland,County Meath,,IE-MH,,3/5/20,10,3,37,5,2,0
IE,Ireland,County Meath,,IE-MH,,3/6/20,9,4,17,5,2,0
IE,Ireland,County Meath,,IE-MH,,3/7/20,5,3,21,0,-1,0
IE,Ireland,County Meath,,IE-MH,,3/8/20,8,2,19,-2,5,0
IE,Ireland,County Meath,,IE-MH,,3/9/20,1,-1,-7,-7,2,1
IE,Ireland,County Meath,,IE-MH,,3/10/20,7,12,31,-3,1,1
IE,Ireland,County Meath,,IE-MH,,3/11/20,1,13,15,-10,0,2
IE,Ireland,County Meath,,IE-MH,,3/12/20,5,38,2,-8,-1,3
IE,Ireland,County Meath,,IE-MH,,3/13/20,-12,12,0,-23,-21,11
IE,Ireland,County Meath,,IE-MH,,3/14/20,-26,0,-12,-28,-10,9
IE,Ireland,County Meath,,IE-MH,,3/15/20,-33,10,44,-27,-12,8
IE,Ireland,County Meath,,IE-MH,,3/16/20,-18,18,41,-44,-45,18
IE,Ireland,County Meath,,IE-MH,,3/17/20,-54,-21,,-61,-80,31
IE,Ireland,County Meath,,IE-MH,,3/18/20,-40,-6,,-44,-42,20
IE,Ireland,County Meath,,IE-MH,,3/19/20,-40,-6,,-37,-43,21
IE,Ireland,County Meath,,IE-MH,,3/20/20,-46,-5,31,-40,-44,23
IE,Ireland,County Meath,,IE-MH,,3/21/20,-49,3,15,-36,-35,16
IE,Ireland,County Meath,,IE-MH,,3/22/20,-51,-8,95,-23,-35,
IE,Ireland,County Meath,,IE-MH,,3/23/20,-39,-14,20,-44,-46,21
IE,Ireland,County Meath,,IE-MH,,3/24/20,-37,-4,30,-46,-49,22
IE,Ireland,County Meath,,IE-MH,,3/25/20,-50,-13,,-45,-51,24
IE,Ireland,County Meath,,IE-MH,,3/26/20,-50,-11,46,-42,-52,25
IE,Ireland,County Meath,,IE-MH,,3/27/20,-54,-8,6,-44,-51,26
IE,Ireland,County Meath,,IE-MH,,3/28/20,-73,-15,-49,-58,-48,21
IE,Ireland,County Meath,,IE-MH,,3/29/20,-80,-33,-54,-59,-49,
IE,Ireland,County Meath,,IE-MH,,3/30/20,-66,-23,-28,-63,-66,31
IE,Ireland,County Meath,,IE-MH,,3/31/20,-65,-18,-17,-60,-69,31
IE,Ireland,County Meath,,IE-MH,,4/1/20,-68,-19,-22,-62,-68,33
IE,Ireland,County Meath,,IE-MH,,4/2/20,-66,-16,-25,-60,-69,33
IE,Ireland,County Meath,,IE-MH,,4/3/20,-67,-17,-28,-56,-68,34
IE,Ireland,County Meath,,IE-MH,,4/4/20,-72,-20,-42,-50,-54,22
IE,Ireland,County Meath,,IE-MH,,4/5/20,-75,-27,-50,-53,-47,
IE,Ireland,County Meath,,IE-MH,,4/6/20,-59,-18,-9,-57,-67,30
IE,Ireland,County Meath,,IE-MH,,4/7/20,-58,-7,15,-52,-68,30
IE,Ireland,County Meath,,IE-MH,,4/8/20,-61,-8,0,-53,-68,31
IE,Ireland,County Meath,,IE-MH,,4/9/20,-59,-4,-20,-54,-68,32
IE,Ireland,County Meath,,IE-MH,,4/10/20,-64,-7,-21,-57,-73,35
IE,Ireland,County Meath,,IE-MH,,4/11/20,-69,0,-30,-43,-52,21
IE,Ireland,County Meath,,IE-MH,,4/12/20,-86,-56,-64,-62,-52,
IE,Ireland,County Meath,,IE-MH,,4/13/20,-70,-31,-18,-67,-86,37
IE,Ireland,County Meath,,IE-MH,,4/14/20,-57,-11,2,-53,-66,30
IE,Ireland,County Meath,,IE-MH,,4/15/20,-60,-13,7,-51,-66,31
IE,Ireland,County Meath,,IE-MH,,4/16/20,-81,-11,18,-36,-66,31
IE,Ireland,County Meath,,IE-MH,,4/17/20,-81,-14,-8,-41,-64,33
IE,Ireland,County Meath,,IE-MH,,4/18/20,-83,-17,-28,-42,-48,21
IE,Ireland,County Meath,,IE-MH,,4/19/20,-85,-27,-23,-35,-40,
IE,Ireland,County Meath,,IE-MH,,4/20/20,-80,-19,22,-43,-64,29
IE,Ireland,County Meath,,IE-MH,,4/21/20,-80,-10,38,-37,-64,29
IE,Ireland,County Meath,,IE-MH,,4/22/20,-80,-13,28,-41,-63,30
IE,Ireland,County Meath,,IE-MH,,4/23/20,-79,-11,26,-37,-64,29
IE,Ireland,County Meath,,IE-MH,,4/24/20,-80,-10,11,-35,-63,31
IE,Ireland,County Meath,,IE-MH,,4/25/20,-82,-11,0,-28,-45,19
IE,Ireland,County Meath,,IE-MH,,4/26/20,-85,-26,-42,-47,-39,
IE,Ireland,County Meath,,IE-MH,,4/27/20,-79,-15,40,-39,-62,28
IE,Ireland,County Meath,,IE-MH,,4/28/20,-79,-10,21,-42,-63,25
IE,Ireland,County Meath,,IE-MH,,4/29/20,-81,-14,-2,-49,-63,31
IE,Ireland,County Meath,,IE-MH,,4/30/20,-67,-10,-4,-48,-63,29
IE,Ireland,County Meath,,IE-MH,,5/1/20,-67,-11,-6,-41,-62,31
IE,Ireland,County Meath,,IE-MH,,5/2/20,-71,-10,8,-23,-43,19
IE,Ireland,County Meath,,IE-MH,,5/3/20,-73,-12,5,-20,-36,
IE,Ireland,County Meath,,IE-MH,,5/4/20,-69,-18,,-46,-83,33
IE,Ireland,County Meath,,IE-MH,,5/5/20,-59,-4,35,-40,-60,27
IE,Ireland,County Meath,,IE-MH,,5/6/20,-61,-4,,-33,-59,28
IE,Ireland,County Meath,,IE-MH,,5/7/20,-63,-7,44,-37,-60,29
IE,Ireland,County Meath,,IE-MH,,5/8/20,-63,-5,35,-33,-58,29
IE,Ireland,County Meath,,IE-MH,,5/9/20,-69,-4,46,-16,-38,17
IE,Ireland,County Meath,,IE-MH,,5/10/20,-73,-20,-24,-36,-32,
IE,Ireland,County Meath,,IE-MH,,5/11/20,-61,-7,49,-39,-58,26
IE,Ireland,County Meath,,IE-MH,,5/12/20,-61,-3,,-34,-58,26
IE,Ireland,County Meath,,IE-MH,,5/13/20,-62,-5,17,-36,-58,28
IE,Ireland,County Meath,,IE-MH,,5/14/20,-62,-3,-36,-25,-57,26
IE,Ireland,County Meath,,IE-MH,,5/15/20,-63,-8,-51,-36,-56,28
IE,Ireland,County Meath,,IE-MH,,5/16/20,-68,-4,-53,-16,-37,17
IE,Ireland,County Meath,,IE-MH,,5/17/20,-71,-12,-60,-18,-28,15
IE,Ireland,County Meath,,IE-MH,,5/18/20,-50,-6,-33,-23,-52,23
IE,Ireland,County Meath,,IE-MH,,5/19/20,-48,1,-24,-13,-52,22
IE,Ireland,County Meath,,IE-MH,,5/20/20,-49,4,-24,-6,-51,23
IE,Ireland,County Meath,,IE-MH,,5/21/20,-50,1,-34,-13,-51,24
IE,Ireland,County Meath,,IE-MH,,5/22/20,-54,-3,-57,-24,-49,26
IE,Ireland,County Meath,,IE-MH,,5/23/20,-57,1,-62,-13,-30,16
IE,Ireland,County Meath,,IE-MH,,5/24/20,-60,-1,-44,16,-21,12
IE,Ireland,County Meath,,IE-MH,,5/25/20,-45,2,-35,-11,-49,21
IE,Ireland,County Meath,,IE-MH,,5/26/20,-45,6,-20,-10,-48,20
IE,Ireland,County Meath,,IE-MH,,5/27/20,-46,5,-19,-8,-47,21
IE,Ireland,County Meath,,IE-MH,,5/28/20,-45,10,-21,1,-48,21
IE,Ireland,County Meath,,IE-MH,,5/29/20,-48,10,-35,-6,-48,22
IE,Ireland,County Meath,,IE-MH,,5/30/20,-55,11,-40,9,-21,11
IE,Ireland,County Meath,,IE-MH,,5/31/20,-58,6,-41,29,-11,10
IE,Ireland,County Meath,,IE-MH,,6/1/20,-49,1,-7,-13,-78,27
IE,Ireland,County Meath,,IE-MH,,6/2/20,-42,12,-22,0,-47,19
IE,Ireland,County Meath,,IE-MH,,6/3/20,-48,2,-37,-20,-47,21
IE,Ireland,County Meath,,IE-MH,,6/4/20,-47,3,-34,-11,-46,21
IE,Ireland,County Meath,,IE-MH,,6/5/20,-49,-1,-46,-23,-45,22
IE,Ireland,County Meath,,IE-MH,,6/6/20,-52,0,-58,-23,-21,14
IE,Ireland,County Meath,,IE-MH,,6/7/20,-56,-2,-44,3,-10,11
IE,Ireland,County Meath,,IE-MH,,6/8/20,-32,4,-23,-10,-43,17
IE,Ireland,County Meath,,IE-MH,,6/9/20,-36,4,-29,-19,-44,18
IE,Ireland,County Meath,,IE-MH,,6/10/20,-39,-2,-33,-21,-44,19
IE,Ireland,County Meath,,IE-MH,,6/11/20,-40,1,-33,-19,-45,20
IE,Ireland,County Meath,,IE-MH,,6/12/20,-45,2,-45,-26,-43,20
IE,Ireland,County Meath,,IE-MH,,6/13/20,-46,6,-31,2,-16,10
IE,Ireland,County Meath,,IE-MH,,6/14/20,-51,5,-15,30,-5,8
IE,Ireland,County Meath,,IE-MH,,6/15/20,-31,6,-2,-9,-42,16
IE,Ireland,County Meath,,IE-MH,,6/16/20,-33,6,-16,-12,-43,17
IE,Ireland,County Meath,,IE-MH,,6/17/20,-34,4,-27,-15,-43,18
IE,Ireland,County Meath,,IE-MH,,6/18/20,-36,4,-27,-19,-43,18
IE,Ireland,County Meath,,IE-MH,,6/19/20,-42,6,-42,-22,-43,18
IE,Ireland,County Meath,,IE-MH,,6/20/20,-43,14,-23,3,-13,8
IE,Ireland,County Meath,,IE-MH,,6/21/20,-47,12,-28,10,-1,7
IE,Ireland,County Meath,,IE-MH,,6/22/20,-34,0,-30,-23,-44,17
IE,Ireland,County Meath,,IE-MH,,6/23/20,-35,3,-25,-24,-43,17
IE,Ireland,County Meath,,IE-MH,,6/24/20,-33,5,5,-9,-41,16
IE,Ireland,County Meath,,IE-MH,,6/25/20,-34,9,23,1,-42,16
IE,Ireland,County Meath,,IE-MH,,6/26/20,-37,9,-25,-11,-40,17
IE,Ireland,County Meath,,IE-MH,,6/27/20,-44,6,-46,-17,-17,9
IE,Ireland,County Meath,,IE-MH,,6/28/20,-50,-2,-62,-11,-8,9
IE,Ireland,County Meath,,IE-MH,,6/29/20,-23,1,-24,-17,-39,14
IE,Ireland,County Meath,,IE-MH,,6/30/20,-20,3,32,-7,-39,13
IE,Ireland,County Meath,,IE-MH,,7/1/20,-26,-2,-15,-20,-41,15
IE,Ireland,County Meath,,IE-MH,,7/2/20,-22,4,30,4,-39,13
IE,Ireland,County Meath,,IE-MH,,7/3/20,-27,3,-11,-7,-39,14
IE,Ireland,County Monaghan,,IE-MN,,2/15/20,-5,-4,,,-1,
IE,Ireland,County Monaghan,,IE-MN,,2/16/20,-4,-4,,,-3,
IE,Ireland,County Monaghan,,IE-MN,,2/17/20,1,2,,,-8,2
IE,Ireland,County Monaghan,,IE-MN,,2/18/20,0,1,,,-8,3
IE,Ireland,County Monaghan,,IE-MN,,2/19/20,-1,-1,,,-5,2
IE,Ireland,County Monaghan,,IE-MN,,2/20/20,8,1,,,-15,3
IE,Ireland,County Monaghan,,IE-MN,,2/21/20,0,0,,,-15,3
IE,Ireland,County Monaghan,,IE-MN,,2/22/20,-1,1,,,2,
IE,Ireland,County Monaghan,,IE-MN,,2/23/20,39,2,,,-3,
IE,Ireland,County Monaghan,,IE-MN,,2/24/20,0,3,,,0,0
IE,Ireland,County Monaghan,,IE-MN,,2/25/20,-7,6,,,2,1
IE,Ireland,County Monaghan,,IE-MN,,2/26/20,0,2,,,2,0
IE,Ireland,County Monaghan,,IE-MN,,2/27/20,3,1,,,-1,-1
IE,Ireland,County Monaghan,,IE-MN,,2/28/20,0,4,,,-2,1
IE,Ireland,County Monaghan,,IE-MN,,2/29/20,-3,-1,,,5,
IE,Ireland,County Monaghan,,IE-MN,,3/1/20,7,1,,,-1,
IE,Ireland,County Monaghan,,IE-MN,,3/2/20,5,4,,,5,-1
IE,Ireland,County Monaghan,,IE-MN,,3/3/20,6,10,,,2,0
IE,Ireland,County Monaghan,,IE-MN,,3/4/20,9,5,,,3,0
IE,Ireland,County Monaghan,,IE-MN,,3/5/20,5,4,,,1,0
IE,Ireland,County Monaghan,,IE-MN,,3/6/20,6,7,,,2,-1
IE,Ireland,County Monaghan,,IE-MN,,3/7/20,2,6,,,1,
IE,Ireland,County Monaghan,,IE-MN,,3/8/20,8,6,,,1,
IE,Ireland,County Monaghan,,IE-MN,,3/9/20,-2,4,,,3,1
IE,Ireland,County Monaghan,,IE-MN,,3/10/20,0,16,,,1,0
IE,Ireland,County Monaghan,,IE-MN,,3/11/20,0,13,,,5,2
IE,Ireland,County Monaghan,,IE-MN,,3/12/20,1,35,,,1,2
IE,Ireland,County Monaghan,,IE-MN,,3/13/20,-15,13,,,-15,9
IE,Ireland,County Monaghan,,IE-MN,,3/14/20,-24,4,,,-2,
IE,Ireland,County Monaghan,,IE-MN,,3/15/20,-37,12,,,-10,
IE,Ireland,County Monaghan,,IE-MN,,3/16/20,-17,22,,,-40,
IE,Ireland,County Monaghan,,IE-MN,,3/17/20,-68,-34,,-67,-77,
IE,Ireland,County Monaghan,,IE-MN,,3/18/20,-42,-5,,,-32,16
IE,Ireland,County Monaghan,,IE-MN,,3/19/20,-44,-11,,,-34,18
IE,Ireland,County Monaghan,,IE-MN,,3/20/20,-45,-3,,-39,-34,
IE,Ireland,County Monaghan,,IE-MN,,3/21/20,-50,0,,-45,-30,
IE,Ireland,County Monaghan,,IE-MN,,3/22/20,-52,-8,,,-35,
IE,Ireland,County Monaghan,,IE-MN,,3/23/20,-38,-9,,,-36,
IE,Ireland,County Monaghan,,IE-MN,,3/24/20,-43,0,,,-39,
IE,Ireland,County Monaghan,,IE-MN,,3/25/20,-56,-19,,,-42,
IE,Ireland,County Monaghan,,IE-MN,,3/26/20,-57,-16,,,-42,
IE,Ireland,County Monaghan,,IE-MN,,3/27/20,-54,-8,,-46,-43,
IE,Ireland,County Monaghan,,IE-MN,,3/28/20,-74,-21,,-58,-46,
IE,Ireland,County Monaghan,,IE-MN,,3/29/20,-80,-43,,,-49,
IE,Ireland,County Monaghan,,IE-MN,,3/30/20,-69,-28,,-58,-60,
IE,Ireland,County Monaghan,,IE-MN,,3/31/20,-71,-19,,-61,-63,
IE,Ireland,County Monaghan,,IE-MN,,4/1/20,-71,-24,,-65,-63,
IE,Ireland,County Monaghan,,IE-MN,,4/2/20,-69,-20,,-63,-64,
IE,Ireland,County Monaghan,,IE-MN,,4/3/20,-70,-21,,-59,-62,
IE,Ireland,County Monaghan,,IE-MN,,4/4/20,-71,-26,,-61,-51,
IE,Ireland,County Monaghan,,IE-MN,,4/5/20,-79,-35,,-74,-43,
IE,Ireland,County Monaghan,,IE-MN,,4/6/20,,-19,,-61,-62,
IE,Ireland,County Monaghan,,IE-MN,,4/7/20,,-6,,-55,-62,
IE,Ireland,County Monaghan,,IE-MN,,4/8/20,,-15,,-56,-61,
IE,Ireland,County Monaghan,,IE-MN,,4/9/20,-59,-7,,-51,-61,
IE,Ireland,County Monaghan,,IE-MN,,4/10/20,-66,-13,,-59,-66,
IE,Ireland,County Monaghan,,IE-MN,,4/11/20,-68,-12,,-50,-48,
IE,Ireland,County Monaghan,,IE-MN,,4/12/20,,-75,,-78,-51,
IE,Ireland,County Monaghan,,IE-MN,,4/13/20,,-40,,-73,-83,
IE,Ireland,County Monaghan,,IE-MN,,4/14/20,,-11,,,-60,
IE,Ireland,County Monaghan,,IE-MN,,4/15/20,,-20,,-58,-59,
IE,Ireland,County Monaghan,,IE-MN,,4/16/20,-77,-14,,,-61,
IE,Ireland,County Monaghan,,IE-MN,,4/17/20,-79,-16,,-36,-60,
IE,Ireland,County Monaghan,,IE-MN,,4/18/20,-81,-21,,-47,-44,
IE,Ireland,County Monaghan,,IE-MN,,4/19/20,,-32,,,-39,
IE,Ireland,County Monaghan,,IE-MN,,4/20/20,,-17,,,-57,
IE,Ireland,County Monaghan,,IE-MN,,4/21/20,,-7,,,-58,
IE,Ireland,County Monaghan,,IE-MN,,4/22/20,-79,-16,,,-56,
IE,Ireland,County Monaghan,,IE-MN,,4/23/20,-76,-11,,,-58,
IE,Ireland,County Monaghan,,IE-MN,,4/24/20,-77,-12,,-33,-57,
IE,Ireland,County Monaghan,,IE-MN,,4/25/20,-80,-16,,-45,-41,
IE,Ireland,County Monaghan,,IE-MN,,4/26/20,,-29,,,-43,
IE,Ireland,County Monaghan,,IE-MN,,4/27/20,,-20,,,-55,
IE,Ireland,County Monaghan,,IE-MN,,4/28/20,,-11,,,-55,
IE,Ireland,County Monaghan,,IE-MN,,4/29/20,-77,-15,,,-56,
IE,Ireland,County Monaghan,,IE-MN,,4/30/20,-73,-9,,-47,-57,
IE,Ireland,County Monaghan,,IE-MN,,5/1/20,-74,-10,,-45,-55,
IE,Ireland,County Monaghan,,IE-MN,,5/2/20,-76,-19,,-38,-38,
IE,Ireland,County Monaghan,,IE-MN,,5/3/20,,-27,,,-34,
IE,Ireland,County Monaghan,,IE-MN,,5/4/20,,-32,,-57,-78,
IE,Ireland,County Monaghan,,IE-MN,,5/5/20,,-2,,,-53,
IE,Ireland,County Monaghan,,IE-MN,,5/6/20,,-10,,,-53,
IE,Ireland,County Monaghan,,IE-MN,,5/7/20,-71,-9,,,-53,
IE,Ireland,County Monaghan,,IE-MN,,5/8/20,-71,-11,,-43,-52,
IE,Ireland,County Monaghan,,IE-MN,,5/9/20,-74,-13,,-48,-34,
IE,Ireland,County Monaghan,,IE-MN,,5/10/20,,-23,,,-36,
IE,Ireland,County Monaghan,,IE-MN,,5/11/20,,-10,,,-49,
IE,Ireland,County Monaghan,,IE-MN,,5/12/20,,-3,,-44,-49,
IE,Ireland,County Monaghan,,IE-MN,,5/13/20,,-10,,,-49,
IE,Ireland,County Monaghan,,IE-MN,,5/14/20,-65,-6,,,-49,
IE,Ireland,County Monaghan,,IE-MN,,5/15/20,-70,-12,,-37,-51,
IE,Ireland,County Monaghan,,IE-MN,,5/16/20,-72,-10,,-37,-33,
IE,Ireland,County Monaghan,,IE-MN,,5/17/20,-73,-16,,,-28,
IE,Ireland,County Monaghan,,IE-MN,,5/18/20,-60,-9,,,-41,
IE,Ireland,County Monaghan,,IE-MN,,5/19/20,-61,-1,,,-42,
IE,Ireland,County Monaghan,,IE-MN,,5/20/20,-57,-6,,,-43,
IE,Ireland,County Monaghan,,IE-MN,,5/21/20,-58,-3,,,-43,
IE,Ireland,County Monaghan,,IE-MN,,5/22/20,-62,-12,,-36,-43,
IE,Ireland,County Monaghan,,IE-MN,,5/23/20,-63,-8,,-42,-26,
IE,Ireland,County Monaghan,,IE-MN,,5/24/20,-66,-13,,,-24,
IE,Ireland,County Monaghan,,IE-MN,,5/25/20,-52,-5,,,-39,
IE,Ireland,County Monaghan,,IE-MN,,5/26/20,-55,-1,,,-39,
IE,Ireland,County Monaghan,,IE-MN,,5/27/20,-53,-3,,,-38,
IE,Ireland,County Monaghan,,IE-MN,,5/28/20,-53,6,,,-40,
IE,Ireland,County Monaghan,,IE-MN,,5/29/20,-57,0,,-24,-39,
IE,Ireland,County Monaghan,,IE-MN,,5/30/20,-62,1,,-27,-20,
IE,Ireland,County Monaghan,,IE-MN,,5/31/20,-62,-5,,,-18,
IE,Ireland,County Monaghan,,IE-MN,,6/1/20,-60,-16,,,-73,
IE,Ireland,County Monaghan,,IE-MN,,6/2/20,-53,11,,,-39,
IE,Ireland,County Monaghan,,IE-MN,,6/3/20,-54,-6,,,-35,
IE,Ireland,County Monaghan,,IE-MN,,6/4/20,-54,1,,,-36,
IE,Ireland,County Monaghan,,IE-MN,,6/5/20,-57,-4,,-30,-37,
IE,Ireland,County Monaghan,,IE-MN,,6/6/20,-60,-8,,-42,-18,
IE,Ireland,County Monaghan,,IE-MN,,6/7/20,-63,-8,,,-15,
IE,Ireland,County Monaghan,,IE-MN,,6/8/20,-43,2,,,-33,13
IE,Ireland,County Monaghan,,IE-MN,,6/9/20,-47,2,,,-34,14
IE,Ireland,County Monaghan,,IE-MN,,6/10/20,-51,-4,,,-34,14
IE,Ireland,County Monaghan,,IE-MN,,6/11/20,-43,2,,,-35,15
IE,Ireland,County Monaghan,,IE-MN,,6/12/20,-49,-6,,-30,-35,
IE,Ireland,County Monaghan,,IE-MN,,6/13/20,-52,2,,-40,-9,
IE,Ireland,County Monaghan,,IE-MN,,6/14/20,-59,-11,,,-9,
IE,Ireland,County Monaghan,,IE-MN,,6/15/20,-41,0,,,-32,12
